timestamp,open,high,low,close,volume
2023-06-30 20:00:00,439.93,439.936,439.907,439.916,1961129
2023-06-30 19:55:00,439.444,439.559,439.381,439.509,10146
2023-06-30 19:50:00,439.513,439.588,439.034,439.39,10663
2023-06-30 19:45:00,439.583,439.598,439.491,439.549,1671
2023-06-30 19:40:00,439.573,439.588,439.491,439.569,918
2023-06-30 19:35:00,439.563,439.588,439.53,439.539,902
2023-06-30 19:30:00,439.573,439.588,439.52,439.529,530
2023-06-30 19:25:00,439.543,439.588,439.52,439.539,206
2023-06-30 19:20:00,439.563,439.588,439.481,439.534,2989
2023-06-30 19:15:00,439.573,439.588,439.491,439.529,569
2023-06-30 19:10:00,439.583,439.588,439.491,439.569,1152
2023-06-30 19:05:00,439.573,439.588,439.481,439.559,1460
2023-06-30 19:00:00,439.493,439.588,439.471,439.524,547
2023-06-30 18:55:00,439.493,439.539,439.471,439.48,1355
2023-06-30 18:50:00,439.454,439.519,439.391,439.48,2832
2023-06-30 18:45:00,439.424,439.489,439.381,439.45,1453
2023-06-30 18:40:00,439.464,439.469,439.381,439.41,680
2023-06-30 18:35:00,439.424,439.469,439.391,439.45,1477
2023-06-30 18:30:00,439.93,439.936,439.381,439.425,1962565
2023-06-30 18:25:00,439.464,439.469,439.396,439.45,791
2023-06-30 18:20:00,439.419,439.469,439.352,439.425,472
2023-06-30 18:15:00,439.419,439.469,439.352,439.45,1240
2023-06-30 18:10:00,439.464,439.469,439.342,439.405,1260
2023-06-30 18:05:00,439.449,439.469,439.342,439.4,1114
2023-06-30 18:00:00,439.503,439.549,439.396,439.435,17715
2023-06-30 17:55:00,439.364,439.578,439.342,439.47,3369
2023-06-30 17:50:00,439.434,439.509,439.332,439.42,3176
2023-06-30 17:45:00,439.468,439.936,439.396,439.42,703383
2023-06-30 17:40:00,439.478,439.509,439.411,439.42,594
2023-06-30 17:35:00,439.503,439.509,439.431,439.489,364
2023-06-30 17:30:00,439.404,439.598,439.381,439.475,9246
2023-06-30 17:25:00,439.33,439.564,439.302,439.39,16325
2023-06-30 17:20:00,439.454,439.469,439.282,439.291,7788
2023-06-30 17:15:00,439.543,440.09,439.362,439.44,116855
2023-06-30 17:10:00,439.444,439.936,439.381,439.529,3630
2023-06-30 17:05:00,439.583,439.608,439.401,439.41,14305
2023-06-30 17:00:00,439.602,439.608,427.148,439.554,2693
2023-06-30 16:55:00,439.578,439.623,439.471,439.589,17780
2023-06-30 16:50:00,439.533,439.598,439.491,439.569,2560
2023-06-30 16:45:00,439.483,439.936,439.451,439.519,114287
2023-06-30 16:40:00,439.602,439.936,439.451,439.48,391376
2023-06-30 16:35:00,439.523,439.618,439.481,439.594,28577
2023-06-30 16:30:00,439.454,439.538,439.362,439.509,55247
2023-06-30 16:25:00,439.454,439.529,439.431,439.44,27575
2023-06-30 16:20:00,439.493,439.936,439.381,439.45,84093
2023-06-30 16:15:00,439.563,440.09,439.362,439.475,908990
2023-06-30 16:10:00,439.93,440.09,432.554,439.534,13028777
2023-06-30 16:05:00,439.682,440.093,434.729,439.767,3314795
2023-06-30 16:00:00,439.89,440.035,439.302,439.678,5775713
2023-06-30 15:55:00,440.932,440.938,439.808,439.886,8824817
2023-06-30 15:50:00,440.496,440.948,440.324,440.919,3029202
2023-06-30 15:45:00,440.525,440.561,440.255,440.482,2553316
2023-06-30 15:40:00,440.774,440.831,440.433,440.522,2275855
2023-06-30 15:35:00,440.605,440.856,440.533,440.77,1196953
2023-06-30 15:30:00,440.664,440.7,440.433,440.596,1270832
2023-06-30 15:25:00,440.466,440.7,440.364,440.651,1117150
2023-06-30 15:20:00,440.605,440.621,440.284,440.46,851867
2023-06-30 15:15:00,440.659,440.789,440.533,440.591,932639
2023-06-30 15:10:00,440.416,440.675,440.344,440.651,879723
2023-06-30 15:05:00,440.416,440.506,440.215,440.402,508743
2023-06-30 15:00:00,440.525,440.606,440.294,440.412,645821
2023-06-30 14:55:00,440.585,440.591,440.235,440.512,769501
2023-06-30 14:50:00,440.595,440.71,440.513,440.571,994740
2023-06-30 14:45:00,440.674,440.71,440.384,440.581,744698
2023-06-30 14:40:00,440.714,440.73,440.503,440.662,748486
2023-06-30 14:35:00,440.595,440.73,440.503,440.7,536800
2023-06-30 14:30:00,440.704,440.75,440.438,440.591,559794
2023-06-30 14:25:00,440.386,440.779,440.314,440.69,779050
2023-06-30 14:20:00,440.416,440.457,440.289,440.372,387110
2023-06-30 14:15:00,440.386,440.571,440.334,440.397,852781
2023-06-30 14:10:00,440.506,440.521,440.255,440.378,763605
2023-06-30 14:05:00,440.441,440.601,440.413,440.502,586331
2023-06-30 14:00:00,440.446,440.561,440.344,440.425,450946
2023-06-30 13:55:00,440.337,440.462,440.255,440.432,368173
2023-06-30 13:50:00,440.476,440.482,440.314,440.323,306492
2023-06-30 13:45:00,440.203,440.487,440.116,440.462,460633
