timestamp,open,high,low,close,volume
2024-04-30 20:00:00,501.9800,501.9800,501.3000,501.3000,2667439
2024-04-30 19:55:00,501.0500,501.3300,501.0400,501.3000,16773
2024-04-30 19:50:00,501.1790,501.1790,500.9900,501.0400,2187
2024-04-30 19:45:00,501.1100,501.1900,501.1000,501.1700,3693
2024-04-30 19:40:00,500.9050,501.1000,500.8900,501.0700,10093
2024-04-30 19:35:00,500.8900,500.9500,500.8150,500.8600,4783
2024-04-30 19:30:00,501.1050,501.1200,500.8850,500.8900,2810
2024-04-30 19:25:00,501.1500,501.2000,501.1100,501.1100,2592
2024-04-30 19:20:00,501.2600,501.2700,501.1400,501.1400,1888
2024-04-30 19:15:00,501.3800,501.3800,501.2100,501.2700,1515
2024-04-30 19:10:00,501.3400,501.4900,501.2750,501.3900,7267
2024-04-30 19:05:00,501.1000,501.3700,501.0810,501.3500,3320
2024-04-30 19:00:00,501.0600,501.1100,500.9700,501.0800,2423
2024-04-30 18:55:00,501.1600,501.1800,501.0700,501.1000,1476
2024-04-30 18:50:00,501.0590,501.1700,501.0300,501.1700,6219
2024-04-30 18:45:00,501.1400,501.1400,501.0300,501.0300,2034
2024-04-30 18:40:00,501.1200,501.2300,501.0800,501.1050,4304
2024-04-30 18:35:00,501.1000,501.2300,501.0790,501.1500,11224
2024-04-30 18:30:00,501.9800,501.9800,500.8000,501.1000,2672577
2024-04-30 18:25:00,500.9800,501.0800,500.8000,500.8000,940
2024-04-30 18:20:00,500.9800,501.0000,500.7800,500.9650,18593
2024-04-30 18:15:00,500.7900,501.0300,500.7100,500.9300,7913
2024-04-30 18:10:00,500.7500,500.9900,500.6000,500.8000,8170
2024-04-30 18:05:00,501.0600,501.1350,500.7000,500.8000,18253
2024-04-30 18:00:00,500.4000,501.2000,500.4000,501.1400,85111
2024-04-30 17:55:00,500.3200,500.4000,500.2100,500.3900,20422
2024-04-30 17:50:00,500.2000,500.4700,500.1100,500.3200,34683
2024-04-30 17:45:00,500.7100,500.8000,500.1700,500.2250,38817
2024-04-30 17:40:00,501.0000,501.0000,500.7000,500.7500,8226
2024-04-30 17:35:00,501.0100,501.0100,500.9500,501.0000,3816
2024-04-30 17:30:00,500.9950,501.0100,500.9800,500.9950,3042
2024-04-30 17:25:00,501.0500,501.9800,500.9800,501.0500,23484
2024-04-30 17:20:00,501.0150,501.0600,500.9800,501.0500,10857
2024-04-30 17:15:00,500.9700,501.0400,500.9000,501.0400,7866
2024-04-30 17:10:00,500.9000,501.0100,500.8000,500.9700,62519
2024-04-30 17:05:00,501.0000,501.2500,500.9000,500.9000,53477
2024-04-30 17:00:00,501.0300,501.3500,500.9500,500.9600,39971
2024-04-30 16:55:00,501.1300,501.9800,501.0000,501.1100,54124
2024-04-30 16:50:00,501.1100,501.9800,501.0700,501.1300,158877
2024-04-30 16:45:00,501.3000,501.3400,501.0500,501.1000,35344
2024-04-30 16:40:00,501.2590,501.3800,501.2000,501.2700,49005
2024-04-30 16:35:00,501.1100,501.3500,501.0900,501.2450,48079
2024-04-30 16:30:00,500.9390,501.3500,500.9000,501.1100,40610
2024-04-30 16:25:00,501.3300,501.5200,500.9200,500.9500,126687
2024-04-30 16:20:00,501.1000,501.9800,501.0800,501.3700,280306
2024-04-30 16:15:00,501.9200,502.0770,500.6600,501.1500,901991
