timestamp,open,high,low,close,volume
2023-09-29 20:00:00,425.752,425.756,425.744,425.751,1845456
2023-09-29 19:55:00,425.971,425.975,425.694,425.721,7897
2023-09-29 19:50:00,425.836,425.975,425.784,425.97,2692
2023-09-29 19:45:00,425.841,425.875,425.794,425.801,3041
2023-09-29 19:40:00,425.836,425.895,425.814,425.89,239
2023-09-29 19:35:00,425.821,425.965,425.784,425.836,1098
2023-09-29 19:30:00,425.856,425.965,425.784,425.791,90
2023-09-29 19:25:00,425.871,425.975,425.784,425.86,214
2023-09-29 19:20:00,425.871,425.945,425.694,425.87,1923
2023-09-29 19:15:00,425.931,425.955,425.814,425.95,149
2023-09-29 19:10:00,425.821,425.935,425.794,425.93,1980
2023-09-29 19:05:00,425.841,425.935,425.794,425.801,1146
2023-09-29 19:00:00,425.871,425.975,425.814,425.86,2189
2023-09-29 18:55:00,425.896,425.995,425.863,425.87,1054
2023-09-29 18:50:00,425.921,426.005,425.883,425.9,340
2023-09-29 18:45:00,425.971,426.065,425.933,426.05,1431
2023-09-29 18:40:00,426.01,426.124,425.953,425.96,3513
2023-09-29 18:35:00,425.991,426.045,425.973,426.03,1151
2023-09-29 18:30:00,425.752,426.052,425.744,426.02,1846014
2023-09-29 18:25:00,426.01,426.075,425.993,426.025,148
2023-09-29 18:20:00,426.01,426.045,425.963,426.02,281
2023-09-29 18:15:00,425.951,426.02,425.933,426.01,1115
2023-09-29 18:10:00,425.976,426.025,425.933,425.96,841
2023-09-29 18:05:00,425.971,426.025,425.933,425.975,1514
2023-09-29 18:00:00,425.752,426.015,425.744,425.99,101951
2023-09-29 17:55:00,426.01,426.025,425.933,425.995,332
2023-09-29 17:50:00,426.02,426.025,425.933,426.0,243
2023-09-29 17:45:00,425.981,426.025,425.963,425.995,380
2023-09-29 17:40:00,426.1,426.105,425.933,426.02,16438
2023-09-29 17:35:00,426.12,426.234,426.073,426.119,2465
2023-09-29 17:30:00,426.23,426.264,426.087,426.119,4792
2023-09-29 17:25:00,426.125,426.264,426.063,426.239,5206
2023-09-29 17:20:00,426.21,426.214,426.063,426.124,566
2023-09-29 17:15:00,426.095,426.214,426.083,426.209,984
2023-09-29 17:10:00,426.18,432.227,426.087,426.119,5587
2023-09-29 17:05:00,426.2,426.224,426.102,426.144,8009
2023-09-29 17:00:00,425.971,426.294,425.804,426.159,20570
2023-09-29 16:55:00,426.15,426.209,425.993,426.0,23377
2023-09-29 16:50:00,426.269,426.274,426.142,426.149,19620
2023-09-29 16:45:00,426.259,426.274,425.744,426.259,257826
2023-09-29 16:40:00,426.21,426.274,425.744,426.244,21060
2023-09-29 16:35:00,426.2,426.264,425.744,426.189,31718
2023-09-29 16:30:00,426.18,426.304,426.152,426.219,55342
2023-09-29 16:25:00,426.15,426.304,425.744,426.189,813890
2023-09-29 16:20:00,426.02,426.184,426.013,426.129,252485
2023-09-29 16:15:00,425.941,426.075,425.573,426.04,1141912
2023-09-29 16:10:00,425.752,425.985,425.57,425.94,7566546
2023-09-29 16:05:00,425.672,428.779,425.567,425.92,1333515
2023-09-29 16:00:00,425.662,425.776,425.206,425.681,5243564
2023-09-29 15:55:00,426.205,426.209,425.007,425.661,9478166
2023-09-29 15:50:00,426.12,427.145,425.883,426.199,4931170
2023-09-29 15:45:00,425.323,426.174,425.261,426.119,1707456
2023-09-29 15:40:00,425.732,425.816,425.201,425.323,1165952
2023-09-29 15:35:00,425.343,425.846,425.146,425.731,1330182
2023-09-29 15:30:00,425.861,425.969,425.301,425.323,1455577
2023-09-29 15:25:00,425.831,426.015,425.346,425.851,1046357
2023-09-29 15:20:00,426.17,426.224,425.764,425.821,1005574
2023-09-29 15:15:00,426.08,426.473,425.913,426.189,1267412
2023-09-29 15:10:00,425.791,426.563,425.599,426.09,2032641
2023-09-29 15:05:00,425.796,426.284,425.734,425.801,1394321
2023-09-29 15:00:00,426.479,426.742,425.54,425.791,1821550
2023-09-29 14:55:00,425.408,426.503,425.385,426.478,1737329
2023-09-29 14:50:00,425.164,425.437,425.002,425.422,848185
2023-09-29 14:45:00,425.423,425.527,425.097,425.163,852379
2023-09-29 14:40:00,424.701,425.597,424.643,425.432,924705
2023-09-29 14:35:00,424.626,424.83,424.409,424.697,967842
2023-09-29 14:30:00,424.546,426.738,424.18,424.63,2368815
2023-09-29 14:25:00,425.089,425.397,424.429,424.536,1400495
2023-09-29 14:20:00,424.596,425.158,424.538,425.079,1636144
2023-09-29 14:15:00,424.756,424.944,424.419,424.586,934309
2023-09-29 14:10:00,424.606,424.937,424.489,424.755,772620
2023-09-29 14:05:00,424.83,425.019,424.539,424.591,1053131
2023-09-29 14:00:00,424.447,424.87,424.28,424.834,1519243
2023-09-29 13:55:00,424.985,425.258,424.439,424.446,960392
2023-09-29 13:50:00,425.126,425.416,424.818,424.979,948193
2023-09-29 13:45:00,425.732,425.856,424.997,425.143,931394
2023-09-29 13:40:00,425.592,425.925,425.425,425.751,847792
2023-09-29 13:35:00,425.532,425.766,425.375,425.592,513972
2023-09-29 13:30:00,425.766,425.955,425.43,425.532,967365
2023-09-29 13:25:00,425.234,425.865,425.226,425.771,896478
2023-09-29 13:20:00,425.024,425.437,424.997,425.233,870351
2023-09-29 13:15:00,425.064,425.298,424.768,425.024,1550329
2023-09-29 13:10:00,425.244,425.437,424.898,425.074,976639
2023-09-29 13:05:00,425.806,425.831,424.987,425.238,2168009
2023-09-29 13:00:00,426.498,426.513,425.56,425.821,1468568
2023-09-29 12:55:00,426.195,426.553,426.177,426.488,1160177
2023-09-29 12:50:00,426.817,426.891,426.152,426.189,992328
2023-09-29 12:45:00,427.216,427.608,426.61,426.797,1068960
2023-09-29 12:40:00,427.425,427.768,427.138,427.215,548883
2023-09-29 12:35:00,427.594,427.837,427.357,427.428,434614
2023-09-29 12:30:00,427.694,427.862,427.357,427.601,628065
2023-09-29 12:25:00,427.654,427.927,427.561,427.673,318102
2023-09-29 12:20:00,427.584,428.017,427.537,427.663,872927
2023-09-29 12:15:00,427.126,427.638,426.919,427.593,714498
2023-09-29 12:10:00,427.684,427.947,426.979,427.135,976778
2023-09-29 12:05:00,427.524,427.917,427.387,427.738,555766
2023-09-29 12:00:00,427.494,427.559,427.198,427.514,511359
2023-09-29 11:55:00,427.235,427.648,427.148,427.494,864463
2023-09-29 11:50:00,427.375,427.589,426.894,427.235,983044
2023-09-29 11:45:00,427.564,427.708,427.278,427.384,569801
2023-09-29 11:40:00,427.614,427.967,427.347,427.554,1172757
2023-09-29 11:35:00,427.868,428.096,427.357,427.593,1028794
2023-09-29 11:30:00,428.271,428.474,427.815,427.882,1028030
2023-09-29 11:25:00,429.476,429.511,428.224,428.251,1077242
2023-09-29 11:20:00,428.709,429.62,428.682,429.486,1106818
2023-09-29 11:15:00,428.59,428.809,428.418,428.709,633609
2023-09-29 11:10:00,428.53,428.833,428.483,428.599,556491
2023-09-29 11:05:00,428.431,428.694,428.184,428.528,1006223
2023-09-29 11:00:00,428.819,428.993,428.373,428.42,739107
2023-09-29 10:55:00,429.471,429.486,428.692,428.799,1224935
2023-09-29 10:50:00,429.287,429.561,428.906,429.476,835090
2023-09-29 10:45:00,428.998,429.361,428.931,429.284,596937
2023-09-29 10:40:00,428.919,429.053,428.652,428.998,558019
2023-09-29 10:35:00,429.008,429.122,428.732,428.938,731764
2023-09-29 10:30:00,428.61,429.107,428.542,428.998,945876
2023-09-29 10:25:00,428.371,428.913,428.294,428.599,1574547
2023-09-29 10:20:00,429.088,429.242,428.323,428.37,1333611
2023-09-29 10:15:00,429.188,429.331,428.851,429.087,894641
2023-09-29 10:10:00,429.387,429.561,428.971,429.187,1065563
2023-09-29 10:05:00,429.765,429.79,429.2,429.386,1207543
2023-09-29 10:00:00,429.666,430.019,429.643,429.765,1867417
2023-09-29 09:55:00,429.385,429.818,429.21,429.645,1475024
2023-09-29 09:50:00,429.078,429.456,428.981,429.396,1115713
2023-09-29 09:45:00,429.217,429.476,428.821,429.087,1455956
2023-09-29 09:40:00,429.536,429.565,428.981,429.167,1502301
2023-09-29 09:35:00,429.407,429.65,429.19,429.534,1231275
2023-09-29 09:30:00,429.925,430.108,429.19,429.406,2511658
2023-09-29 09:25:00,429.775,430.019,429.678,429.944,195242
2023-09-29 09:20:00,429.606,429.81,429.459,429.794,124974
2023-09-29 09:15:00,429.775,429.79,429.598,429.625,56027
2023-09-29 09:10:00,429.596,429.79,429.588,429.775,137747
2023-09-29 09:05:00,429.656,429.66,429.369,429.615,133078
2023-09-29 09:00:00,429.775,429.899,429.618,429.645,285951
2023-09-29 08:55:00,429.636,430.258,429.474,429.814,248921
2023-09-29 08:50:00,429.725,429.73,429.449,429.635,79580
2023-09-29 08:45:00,429.875,429.879,426.78,429.725,268874
2023-09-29 08:40:00,429.765,430.049,429.658,429.884,267247
2023-09-29 08:35:00,429.207,429.839,429.07,429.755,212585
2023-09-29 08:30:00,428.859,429.77,428.682,429.222,511518
2023-09-29 08:25:00,428.929,429.162,428.802,428.858,155071
2023-09-29 08:20:00,428.909,429.132,428.772,428.923,53268
2023-09-29 08:15:00,428.899,429.043,428.821,428.908,63213
2023-09-29 08:10:00,428.65,428.943,428.642,428.888,31202
2023-09-29 08:05:00,428.47,428.691,426.78,428.649,31844
2023-09-29 08:00:00,428.709,429.083,426.58,428.49,111288
2023-09-29 07:55:00,428.251,428.256,428.144,428.221,20782
2023-09-29 07:50:00,428.56,428.584,428.204,428.231,19585
2023-09-29 07:45:00,428.311,428.575,428.254,428.51,13679
2023-09-29 07:40:00,428.271,428.545,428.244,428.311,21334
2023-09-29 07:35:00,428.331,428.335,428.084,428.271,17633
2023-09-29 07:30:00,428.56,428.565,428.323,428.34,8885
2023-09-29 07:25:00,428.819,428.824,428.513,428.55,15237
2023-09-29 07:20:00,428.729,428.873,428.722,428.818,7913
2023-09-29 07:15:00,428.749,428.754,428.642,428.689,59096
2023-09-29 07:10:00,429.008,429.023,428.652,428.729,111038
2023-09-29 07:05:00,428.988,429.043,428.901,429.008,2632
2023-09-29 07:00:00,428.749,428.993,428.682,428.988,18768
2023-09-29 06:55:00,429.018,429.033,428.732,428.749,9516
2023-09-29 06:50:00,428.978,429.033,428.891,428.998,3485
2023-09-29 06:45:00,428.889,429.003,428.871,428.998,4434
2023-09-29 06:40:00,428.829,428.943,428.821,428.888,592
2023-09-29 06:35:00,428.769,428.833,428.682,428.739,2352
2023-09-29 06:30:00,429.008,429.023,428.752,428.759,1964
2023-09-29 06:25:00,429.038,429.112,428.871,428.918,2187
2023-09-29 06:20:00,428.939,429.053,428.901,428.998,659
2023-09-29 06:15:00,428.899,429.112,428.871,428.918,9689
2023-09-29 06:10:00,428.6,428.883,428.592,428.878,6685
2023-09-29 06:05:00,428.62,428.634,428.542,428.629,3438
